level;char;on;kun;meaning
N1;盤;バン -;;plateau, base, échiquier de Go, disque, bassin
N1;盲;モウ;めくら;aveugle, ignorant, cécité
N1;盾;ジュン;たて;bouclier, écu, prétexte
N1;眉;ビ,ミ;まゆ;sourcil
N1;眺;チョウ;なが.める;contempler, regarder, fixer, voir
N1;眼;ガン,ゲン;まなこ,め;globe oculaire, œil
N1;督;トク -;;commander, superviser, diriger
N1;睦;ボク;むつ .ぶ;amical, harmonieux, être proche, être intime
N1;瞬;シュン;またた .く;clin d'œil, cligner des yeux, scintiller, pétiller (yeux)
N1;瞭;リョウ;あきら .か;clair, évident, apparent
N1;瞳;ドウ;ひとみ;pupille de l'œil
N1;矛;ム;ほこ;hallebarde, lance
N1;矢;シ;や;flèche
N1;矯;キョウ;た.める;rectifier, redresser, corriger, guérir, falsifier
N1;砕;サイ;くだ.く;fracasser, briser, familier (informel)
N1;砲;ホウ -;;canon, fusil
N1;硝;ショウ -;;nitrate, salpêtre
N1;硫;リュウ -;;soufre
N1;碁;ゴ -;;jeu de Go
N1;碑;ヒ;いしぶみ;pierre tombale, monument
N1;磁;ジ -;;magnétisme, aimant, porcelaine
N1;礁;ショウ -;;récif, écueil
N1;礎;ソ;いしずえ;pierre angulaire, fondement, base
N1;祉;シ -;;bien -être, bonheur
N1;祥;ショウ;さいわ .い;bonne chance, bonheur
N1;票;ヒョウ -;;bulletin, ticket, vote
N1;禅;ゼン -;;zen, méditation
N1;禍;カ;わざわい;calamité, malchance, mal
N1;秀;シュウ;ひい.でる;exceller, surpasser, excellence
N1;秘;ヒ;ひ.める,ひそ.か,かく.す;tenir un secret, cacher
N1;租;ソ -;;taxe, emprunt, impôt
N1;秩;チツ -;;ordre, régularité, salaire
N1;称;ショウ;たた.える,とな.える,あ.げる,かな.う,はか.る,ほめ.る;admirer, éloge, renommée, appeler, nommer
N1;稚;チ;いとけない,おさない;puéril, jeune, immature
N1;稲;トウ,テ;いね;plant de riz
N1;稼;カ;かせ.ぐ;revenu, travail, gagner de l'argent
N1;稿;コウ;わら,したがき;brouillon, copie, manuscrit
N1;穀;コク -;;grain, céréale
N1;穁;スイ;ほ;épi, pointe
N1;穏;オン;おだ.やか;calme, tranquille, modéré
N1;穴;ケツ;あな;trou, orifice, grotte, tanière
N1;窃;セツ;ぬす.む;voler, dérober
N1;窒;チツ -;;obstruer, suffoquer, azote
N1;窮;キュウ,キョウ;きわ.める;fauché, sans ressource, perplexe, acculé
N1;窯;ヨウ;かま;four à poterie, fourneau, fournaise
N1;竜;リュウ,リョウ;たつ;dragon, impérial
N1;端;タン;はし;bord, pointe, bordure, extrémité
N1;笛;テキ;ふえ;flûte, pipeau, sifflet
N1;筋;キン;すじ;muscle, tendon, intrigue, raison
N1;策;サク -;;stratégie, plan, politique
N1;箇;カ,コ -;;compteur pour les choses ou les articles
N1;範;ハン -;;modèle, motif, exemple
N1;篤;トク;あつ.い;ardent, gentil, cordial, sérieux, délibéré
N1;簿;ボ -;;livre de compte, registre administratif
N1;粋;スイ;いき;élégant, chic, stylé, pureté
N1;粗;ソ;あら.い;grossier, rude
N1;粘;ネン;ねば.る;collant, adhésif, gluant, persévérer, persister
N1;粙;シュク,スク;つつし .む;solennel, formel, doucement, calmement
N1;粧;ショウ -;;cosmétique, se maquiller
N1;糖;トウ -;;sucre
N1;糧;リョウ,ロウ;かて;provision, ration, vivre
N1;系;ケイ -;;système, lignée, descendance
N1;糾;キュウ;ただ.す;entortiller, demander, enquêter, vérifier
N1;紀;キ -;;narration, chronique, histoire
N1;紋;モン -;;armoirie, écusson, motif, ligne
N1;納;ノウ,ナ,ナン,トウ;おさ.める;régler, fournir, payer, être acquitté
N1;紛;フン;まぎ.れる;s'emmêler, se mélanger, s'égarer, confusion
N1;素;ソ,ス;もと;élément, principe, nu, découvert
N1;紡;ボウ;つむ.ぐ;filage, filature (de textile)
N1;索;サク -;;fil, corde
N1;紫;シ;むらさき;violet
N1;累;ルイ -;;accumuler, amasser, progressif, implication,
N1;紳;シン -;;gentleman, sire
N1;紺;コン -;;bleu marine
N1;絞;コウ;しぼ.る,し.める;comprimer, étrangler, serrer
N1;統;トウ;す.べる,ほび.る;gouverner, diriger, régner
N1;絹;ケン;きぬ;soie
N1;継;ケイ;つ.ぐ;hériter, succéder à, relais, greffe (d'un arbre, d'une plante)
N1;維;イ -;;fibre, corde, cordon
N1;綱;コウ;つな;aussière (cordage utilisé pour remorquer les navires), corde, câble
N1;網;モウ;あみ;filet, réseau
N1;緊;キン;し.める;tendu, solide, dur, fiable
N1;締;テイ;し.める;serrer, attacher, lier
N1;緩;カン;ゆる.い;lâcher, décompresser, desserrer, modéré
N1;緯;イ;よこいと,ぬき;horizontal, latitude
N1;縄;ジョウ;なわ,ただ.す;corde, cordage, fibre
N1;縛;バク;しば.る;attacher, nouer, lier, contrainte
N1;縦;ジュウ;たて;lâcher, hauteur, vertical
N1;縫;ホウ;ぬ.う;coudre, recoudre
N1;縮;シュク;ちぢ.める;se contracter, rétrécir, diminuer, réduire, écourter
N1;繁;ハン;しげ.る;florissant, prospère, luxuriant, fréquent, complexe
N1;繊;セン -;;fin, svelte, effilé, kimono léger
N1;織;ショク,シキ;お.る,おり;tisser, tissu
N1;繕;ゼン;つくろ .う;réparer, raccomoder, repriser
N1;繭;ケン;まゆ,きぬ;cocon
N1;繰;ソウ;く.る;enroulement, bobine, tourner (des pages), feuilleter
N1;罰;バツ,バチ;ばっ.する;punition, châtiment
N1;罷;ヒ;まか.り,や.める;abandonner, arrêter, quitter
N1;羅;ラ;うすもの;soie fine, gaze, Latin (langue)
N1;羊;ヨウ;ひつじ;mouton
N1;義;ギ -;;justesse, moralité, loyauté, signification
N1;翁;オウ;おきな;honorable vieillard
N1;翻;ホン,ハン;ひるがえ .る;changer de sens, faire flotter (un drapeau), agiter, brandir, se retourner
N1;翼;ヨク;つばさ;aile, flanc
N1;耐;タイ;た.える;endurant, résistant, durable, endurer
N1;耗;モウ,コウ -;;diminuer, baisser
N1;聖;セイ,ショウ;ひじり;sacré, saint
N1;聴;チョウ;き.く,ゆる.す;écouter
N1;肖;ショウ;あやか .る;ressemblance
N1;肝;カン;きも;foie, courage, audace
N1;肢;シ -;;membres (bras et jambes)
N1;肥;ヒ;こ.える,ふと.る;engrais, fertile, fertiliser, grossir
N1;肪;ボウ -;;graisse, gras, gros
N1;肺;ハイ -;;poumon
N1;胆;タン;きも;vésicule biliaire, cran, courage
N1;胎;タイ -;;utérus, fœtus
N1;胞;ホウ -;;placenta, poche
N1;胴;ドウ -;;tronc (du corps), torse, coque (d'un bateau)
N1;脅;キョウ;おびや .かす,おど.す;contraindre, menacer, forcer
N1;脈;ミャク;すじ;pouls, veine
N1;脚;キャク,キャ,カク;あし;jambe, train d'atterissage
N1;脹;チョウ;は.れる,ふく.らむ;gonfler, enfler, grossir, se dilater
N1;腐;フ;くさ.る;pourrir, se détériorer, putréfier
N1;腸;チョウ;はらわた;intestion, entrailles
N1;膜;マク -;;membrane
N1;膨;ボウ;ふく.らむ;gonfler, grossir, enfler
N1;臨;リン;のぞ.む;faire face, assister à, exceptionnel
N1;臭;シュウ;くさ.い,にお.う;sentir mauvais, malodorant
N1;至;シ;いた.る;extrême, aboutissement, arriver à
N1;致;チ;いた.す;faire, causer, envoyer, expédier, engager
N1;興;コウ,キョウ;おこ.る;intérêt, plaisir, se développer, prospérer
N1;舌;ゼツ;した;langue (organe)
N1;舎;シャ,セキ;やど.る;auberge, chaumière, maison
N1;舗;ホ -;;magasin, boutique
N1;舶;ハク -;;paquebot, navire
N1;艇;テイ -;;petit bateau
N1;艦;カン -;;navire de guerre
N1;芋;ウ;いも;pomme de terre
N1;芳;ホウ;かんば .しい;parfum, arôme, fragrance
N1;芽;ガ;め;pousse, bourgeon
N1;苗;ビョウ,ミョウ;なえ,なわ;plant, pousse, bourgeon
N1;茂;モ;しげ.る;s'épaissir (verdure), pousser avec luxuriance
N1;茎;ケイ,キョウ;くき;tige (d'une fleur), queue (d'un fruit), pied (d'un verre)
N1;荘;ソウ,ショウ,チャン -;;villa, auberge, maison de campagne
N1;菊;キク -;;chrysanthème
N1;菌;キン -;;germe, champignon, moisissure, bactérie
N1;華;カ,ケ;はな;fleur, pétale, splendeur, magnifique
N1;葬;ソウ;ほうむ .る;funéraillles, enterrer, inhumer
N1;蓄;チク;たくわ .える;emmagasiner, stocker, mettre de côté
N1;薦;セン;すす.める;conseiller, recommander, tapis natté
N1;薪;シン;たきぎ,まき;combustible, bois de chauffage
N1;藍;ラン;あい;indigo
N1;藤;トウ;ふじ;glycine (plante)
N1;藩;ハン -;;fief, domaine, clan
N1;藻;ソウ;も;algue, lentille d'eau
N1;虎;コ;とら;tigre, ivrogne
N1;虐;ギャク;しいた .げる;opprimer, tyranniser
N1;虚;キョ,コ;むな.しい,うつ.ろ;vide, fissure, impréparation, contre -vérité
N1;虜;リョ,ロ;とりこ;captif, esclave, prisonnier
N1;虞;グ;おそれ,はか.る,あや ま.る;anxiété, malaise, crainte, peur
N1;虹;コウ;にじ;arc-en-ciel
N1;蚊;ブン カ;;moustique
N1;蚕;サン;かいこ,こ;ver à soie
N1;蛇;ジャ,ダ,イ,ヤ;へび;serpent, grand buveur
N1;蛍;ケイ;ほたる;ver luisant, luciole
N1;蛮;バン -;;barbare, sauvage
N1;融;ユウ;と.ける;fondre, fusionner, dissoudre
N1;衆;シュウ;おお.い;grand nombre, foule, multitude
N1;街;ガイ,カイ;まち;avenue, quartier, rue
N1;衛;エイ,エ -;;défense, protection
N1;衝;ショウ;つ.く;entrer en collision, impact, point clé, poignarder
N1;衡;コウ -;;équilibre, balance
N1;衰;スイ;おとろ .える;décroître, diminuer, s'affaiblir
N1;衷;チュウ -;;cœur, esprit, profond
N1;裁;サイ;さば.く,た.つ;juger, tribunal, tailler un vêtement
N1;裂;レツ;さ.く;déchirer, arracher, fendre
N1;裕;ユウ -;;riche, abondant, fertile
N1;裸;ラ;はだか;nu, nudité
N1;褐;カツ -;;brun, kimono de laine
N1;褒;ホウ;ほ.める;louer, admirer, faire l'éloge de
N1;襟;キン;えり;nuque, col, revers
N1;襲;シュウ;おそ.う,かさ.ね;attaquer, agresser, hériter
N1;覆;フク;おお.う,くつがえ .る;chavirer, déguiser, dissimuler, recouvrir
N1;覇;ハ -;;suprématie, hégémonie, domination
N1;視;シ;み.る;voir, regarder, point de vue, inspection
N1;覧;ラン;み.る;voir, regarder, prendre connaissance
N1;訂;テイ -;;correction, révision, édition
N1;討;トウ;う.つ;débât, châtier, attaquer explication
N1;託;タク;かこつ .ける,かこ.つ;se plaindre de, prétexter, prétendre, charger quelqu'un de, requête
N1;訟;ショウ -;;accusation, poursuite judiciaire
N1;訳;ヤク;わけ;traduire, traduction, sens
N1;訴;ソ;うった .える;poursuite en justice, plainte, procès, faire appel
N1;診;シン;み.る;vérifier, ausculter, diagnostic médical, bilan de santé
N1;証;ショウ;あかし;certificat, preuve, témoignage
N1;詐;サ;いつわ .る;mensonge, fraude, décevoir, tromper
N1;詔;ショウ;みことのり;décret impérial
N1;詠;エイ;よ.む,うた.う;composer (un poème), récitation, poème
N1;詩;シ;うた;poésie, poème
N1;該;ガイ -;;ci-dessus, la chose en question, concerné
N1;詳;ショウ;くわ.しい,つまび .らか;détaillé, complet, précis, bien informé
N1;誇;コ;ほこ.る;vantardise, fierté, orgueil
N1;誉;ヨ;ほま.れ,ほ.める;admirer, louange, réputation, prestige
N1;誓;セイ;ちか.う;serment, promesse, jurer, prêter serment
N1;誕;タン -;;naissance
N1;誘;ユウ,イウ;さそ.う,いざな .う;inviter, demander, séduire, attirer
N1;誠;セイ;まこと;sincérité, vérité, réalité
N1;誤;ゴ;あやま .る;faute, erreur, échec, se tromper
N1;請;セイ,シン,ショウ;こ.う,う.ける;solliciter, inviter, demander
N1;諭;ユ;さと.す;réprimande, reproche, faire reconnaître, mettre en garde
N1;諮;シ;はか.る;consulter, demander conseil
N1;諾;ダク -;;accord, consentement
N1;謀;ボウ;はか.る,たばか .る,は かりごと;conspirer, comploter, stratégie, plan, machination
N1;謁;エツ -;;audience
N1;謄;トウ -;;copie, photocopie
N1;謙;ケン -;;humilité, modestie
N1;謝;シャ;あやま .る;s'excuser, excuses, remerciements
N1;謡;ヨウ;うた.う;chanter, chant Noh, chanson
N1;謹;キン;つつし .む;discret, avant respect, humblement
N1;譜;フ -;;partition, note, musique, généalogie
N1;譲;ジョウ;ゆず.る;reporter, différer, transmettre
N1;護;ゴ;まも.る;protection, défense, protéger
N1;豆;トウ,ズ;まめ;haricot, pois
N1;豚;トン;ぶた;porc, cochon
N1;豪;ゴウ;えら.い;intimidant, accablant, écrasant, puissant
N1;財;コウ,ク;みつ.ぐ;tribut, contribution, financer
N1;貫;カン;つらぬ .く,ぬ.く;percer, pénétrer, unité de mesure (kan = 3750g)
N1;貴;キ;たっと .い;précieux, de grande valeur, estimé
N1;賀;ガ -;;félicitations, joie
N1;賄;ワイ;まかな .う;corruption, pot -de-vin, se charger des frais, payer
N1;賊;ゾク -;;bandit, voleur, rebelle, traître
N1;賓;ヒン -;;invité d'honneur, hôte
N1;賜;シ;たま.う,たも.う;accorder, gratifier, offrir, faveur
N1;賠;バイ -;;dédommagement, indemnité, compensation
N1;賦;フ,ブ -;;impôt, taxe, versement, poème, poésie
N1;賭;ト;か.ける,かけ;parier, miser sur, jouer
N1;購;コウ -;;adhésion, abonnement, souscrire, acheter
N1;赦;シャ -;;pardon, clémence
N1;赴;フ;おもむ .く;aller, se diriger vers, se rendre à
N1;趣;シュ;おもむき;essentiel, tendance, teneur, apparence
N1;距;キョ -;;longue distance, éperon (d'un animal), fanon (d'un cheval)
N1;跳;チョウ;は.ねる,と.ぶ;sauter, bondir, voler
N1;践;セン;ふ.む;marcher sur, piétiner, pratique, mener à bien
N1;踏;トウ;ふ.む;marcher sur, piétiner, évaluer, estimer
N1;躍;ヤク;おど.る;danser, sautiller, bondir
N1;軌;キ -;;orbite, rail, façon de faire
N1;軸;ジク -;;axe, pivot, tige
N1;載;サイ;の.せる;charger, embarquer, placer, 10^44
N1;輝;キ;かがや .く;étinceler, scintiller, briller
N1;輩;ハイ;やから,ともがら;camarade, ami, compagnon
N1;轄;カツ;くさび;contrôle, cale
N1;辱;ジョク;はずかし .める;embarrasser, humilier, faire honte
N1;迅;ジン -;;prompt, rapide
N1;迫;ハク;せま.る;harceler, réclamer, exiger, forcer
N1;迭;テツ -;;transfert, alternance
N1;透;トウ;す.く,とう.す;être transparent, être espacé
N1;逐;チク -;;poursuivre, chasser, atteindre, un par un
N1;逓;テイ -;;relais, progressif, graduellement
N1;逝;セイ;ゆ.く,い.く;défunt, décéder, mourir
N1;逮;タイ -;;arrêter, appréhender
N1;逸;イツ;そ.れる,はぐ.れる;dévier, s'évader, échapper à
N1;遂;スイ;と.げる,つい.に;consommer, atteindre, accomplir, finalement
N1;遇;グウ;あ.う;rencontrer, traiter, divertir, recevoir
N1;遍;ヘン;あまね .く;partout, général, nombre de fois
N1;遣;ケン;つか.う,や.る;expédier, envoyer, faire, donner
N1;遭;ソウ;あ.う;rencontrer, croiser, association, parti
N1;遮;シャ;さえぎ .る;intercepter, interrompre, entraver, bloquer
N1;遵;ジュン -;;se conformer à, suivre, obéir
N1;遷;セン;うつ.る;transition, mouvement, bouger, déplacer
N1;遺;イ,ユイ;のこ.す;léguer, laisser derrière soi
N1;避;ヒ;さ.ける,よ.ける;éviter, se dérober, fuir
N1;還;カン;かえ.る;renvoyer, retourner, retour
N1;那;ナ -;;que, quoi ?
N1;邦;ホウ;くに;pays, pays natal, Japon
N1;邪;ジャ;よこし .ま;méchant, pernicieux, sournois, mauvais
N1;邸;テイ;やしき;résidence, demeure
N1;郎;ロウ,ロ -;;fils, compteur pour les fils
N1;郡;グン;こうり;arrondissement, district
N1;郭;カク;くるわ;enceinte, fortification, quartier chaud
N1;郷;キョウ,ゴウ;さと;village natal, lieu de naissance
N1;酌;シャク;く.む;servir à boire
N1;酔;スイ;よ.う;ivre, envenimé, enivré
N1;酢;サク;す;vinaigre, aigre, acide
N1;酪;ラク -;;produits laitiers
N1;酬;シュウ,シュ,トウ;むく.いる;rembourser, récompenser
N1;酵;コウ -;;fermentation
N1;酷;コク;ひど.い;cruel, atroce, sévère
N1;酸;サン;す.い;acide, aigre, amer
N1;醜;シュウ;みにく .い,しこ;laid, moche, affreux
N1;醸;ジョウ;かも.す;brasser, occasionner
N1;采;サイ -;;dé, apparence, bâton de commandement
N1;釈;シャク,セキ;とく,す.てる,ゆる.す;explication, justification
N1;里;リ;さと;village natal, unité de mesure (ri=3965 m)
N1;釣;チョウ;つ.る;pêche à la ligne, capturer, monnaie, rendre la monnaie
N1;鈴;レイ,リン;すず;clochette, cloche, carillon
N1;鉛;エン;なまり;plomb
N1;鉢;ハチ -;;bol, pot, saladier
N1;銃;ジュウ;つつ;arme, fusil
N1;銑;セン;ずく;fonte
N1;銘;メイ -;;inscription gravée, signature (d'un artisan)
N1;銭;セン;ぜに,すき;sen (un centième de yen), monnaie
N1;鋼;コウ;はがね;acier
N1;錘;スイ;つむ,おもり;poids, leste, plomb (de pêche)
N1;錠;ジョウ -;;serrure, chaînes, cadenas
N1;錯;サク,シャク -;;confus, mélangé, embrouillé
N1;鍛;タン;きた.える;discipliner, endurcir, entraîner
N1;鎖;サ;くさり,とざ.す;chaîne fer, lien
N1;鎮;チン;しず.める;calmer, tranquiliser
N1;鏡;キョウ,ケイ;かがみ;miroir
N1;鐘;ショウ;かね;cloche, carillon, gong
N1;鑑;カン;かんが .みる,かがみ;être mis en garde, échantillon
N1;閑;カン -;;loisirs
N1;閣;カク -;;édifice officiel, palais
N1;閥;バツ -;;clan, faction, lignée
N1;閲;エツ;けみ.する;passer en revue, inspection
N1;闘;トウ;たたか .う,あらそ .う;combattre, lutter, guerre, conflit
N1;阻;ソ;はば.む;dissuader de faire, empêcher, faire obstacle
N1;附;フ;つ.ける;se coller à, être attaché à, annexe
N1;陛;ヘイ -;;marches du trône, son altesse
N1;陣;ジン -;;bataille, ordre de bataille, rang
N1;陥;カン;おちい .る,おとしい .れ る;s'écrouler, s'affaiser, capituler, tomber (château)
N1;陪;バイ -;;suivre, accompagner, servir
N1;陰;イン;かげ,かげ.る;ombre, yin, secret
N1;陳;チン;ひ.ねる;exposer, indiquer, raconter, expliquer
N1;陵;リョウ;みささぎ;mausolée impérial, tombe de l'Empereur
N1;陶;トウ -;;porcelaine, poterie
N1;隆;リュウ -;;prospérité, abondance, florissant
N1;隊;タイ -;;groupe, régiment, compagnie
N1;随;ズイ;したが .う;se conformer à, obéir, suivre, tout
N1;隔;カク;へだ.てる;isoler, séparer, distance
N1;障;ショウ;さわ.る;faire obstacle, gêner
N1;隠;イン,オン;かく.す,かく.れる;dissimuler, coucher, couvrir
N1;隣;リン;とな.る,となり;proche, voisin, être à côté de
N1;隷;レイ -;;esclave, serviteur
N1;雄;ユウ;お,おす,おん;mâle, masculin, supériorité, excellence, héros
N1;雅;ガ;みや.び;élégant, gracieux, raffiné
N1;雌;シ;め,めす;femelle
N1;離;リ;はな.れる;être séparé de, quitter, se détacher de
N1;雷;ライ;かみなり,いかずち;tonnerre, foudre
N1;需;ジュ -;;demande, sollicitation, requête
N1;霊;レイ,リョウ;たま;esprit, âme
N1;霜;ソウ;しも;gel, givre
N1;霧;ム;きり;brume, brouillard
N1;露;ロ,ロウ;つゆ;rosée, larme, se manifester, révéler, Russie
N1;韻;イン -;;rime, phonème
N1;響;キョウ;ひび.く;résonner, sonner, vibrer
N1;項;コウ;うなじ;paragraphe, clause, item
N1;須;ス,シュ;すべから .く;essentiel, nécessaire, requis
N1;頑;ガン;かたく;tenace, têtu, obstination, insister
N1;頒;ハン -;;distribution, répartition
N1;頻;ヒン;しき.りに;à plusieurs reprises, récurrent, fréquent
N1;顕;ケン;あらわ .れる;apparaître
N1;顧;コ;かえり .みる;reconsidérer, revoir, se retourner, se pencher sur
N1;飢;キ;う.える;faim, famine
N1;飼;シ;か.う;domestiquer, élever
N1;飽;ホウ;あ.きる;se lasser de, être fatigué de, être rassasié
N1;飾;ショク;かざ.る;décorer, embellir
N1;養;ヨウ,リョウ;やしな .う;élever, cultiver, nourrir
N1;餓;ガ;う.える;faim, avoir faim, famine
N1;駄;ダ -;;fardeau, cheval de bât (utilisé pour le transport)
N1;駆;ク;か.ける;courir, galoper, pousser à
N1;駒;ク;こま;cheval, poulain, poney
N1;騎;キ -;;cavalier, monter à cheval
N1;騒;ソウ;さわ.ぐ;faire du bruit, être excité, clameur
N1;騰;トウ -;;inflation augmentation
N1;驚;キョウ;おどろ .く;étonné, surpris, être étonné, stupéfié
N1;髄;ズイ -;;moelle, essentiel, quintessence
N1;鬼;キ;おに;démon, monstre
N1;魂;コン;たましい,たま;âme, esprit
N1;魅;ミ -;;charme, fascination, envoûtement
N1;魔;マ -;;sorcière, démon, mauvais esprit
N1;鮮;セン;あざ.やか;frais, clair, éclatant, Corée
N1;鯨;ゲイ;くじら;baleine
N1;鶏;ケイ;にわとり,とり;poulet, poule
N1;鶴;カク;つる;grue, cigogne
N1;鹿;ロク;しか,か;cerf
N1;麗;レイ;うるわ .しい,うら.らか;charmant, splendide, beau, propre
N1;麻;マ,マア;あさ;chanvre, lin
N1;黙;モク;だま.る;se taire, être silencieux, laisser tel quel
N1;鼓;コ;つづみ;tambour, battement, exhorter
